damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
10.7,01,04,12:54:00,2021,기타,산146번지외 1필지,운치,정선,신동,강원,31,수요일,03,15:38:00,2021
0.1,31,03,13:30:00,2021,농산부산물소각,산23-1,장군,군위,효령,경북,31,수요일,03,12:29:00,2021
0.5,30,03,21:30:00,2021,기타,산24,탕곡,삼척,가곡,강원,30,화요일,03,14:11:00,2021
0.5,30,12,17:30:00,2021,건축물화재비화,산54-2,명곡,봉화,명호,경북,30,목요일,12,14:57:00,2021
0.4,30,12,12:30:00,2021,기타,산56-1,상봉,청주,오송,충북,30,목요일,12,11:16:00,2021
0.5,29,12,17:30:00,2021,기타,산62-1,가인,남해,창선,경남,29,수요일,12,14:20:00,2021
0.03,29,12,16:10:00,2021,쓰레기소각,산4-5,대룡,순천,,전남,29,수요일,12,13:53:00,2021
0.1,29,12,12:00:00,2021,입산자실화,산16-89,장좌,완도,완도,전남,29,수요일,12,05:47:00,2021
0.23,29,12,05:40:00,2021,건축물화재비화,산257,평광,동,,대구,29,수요일,12,04:41:00,2021
1.5,29,12,12:00:00,2021,건축물화재비화,222-1,가일,춘천,사북,강원,29,수요일,12,04:16:00,2021
0.2,27,12,01:00:00,2021,쓰레기소각,산97-17외1필,백산,순창,순창,전북,26,일요일,12,22:19:00,2021
10,26,12,17:10:00,2021,기타,산41,판교,순천,서,전남,25,토요일,12,15:24:00,2021
0.04,24,12,16:23:00,2021,입산자실화,산25-4,합가,고령,쌍림,경북,24,금요일,12,15:00:00,2021
1,24,12,16:20:00,2021,입산자실화,산8-2,호명,경주,강동,경북,24,금요일,12,14:54:00,2021
0.01,23,12,20:00:00,2021,입산자실화,산18-30,곡천,울주,웅촌,울산,23,목요일,12,19:14:00,2021
0.01,21,12,15:00:00,2021,쓰레기소각,산65,송정,구례,토지,전남,21,화요일,12,13:30:00,2021
0.01,20,12,20:06:00,2021,기타,509-16,운산,서산,대산,충남,20,월요일,12,19:24:00,2021
0.01,19,12,16:20:00,2021,기타,184.0,방동,강릉,사천,강원,19,일요일,12,15:31:00,2021
0.1,18,12,15:18:00,2021,입산자실화,101.0,웅천,기장,철마,부산,18,토요일,12,14:51:00,2021
0.06,15,12,13:45:00,2021,기타,산12,양백,함양,백전,경남,15,수요일,12,13:09:00,2021
0.01,14,12,16:20:00,2021,건축물화재비화,산53,영부,고성,영현,경남,14,화요일,12,15:52:00,2021
0.1,13,12,23:40:00,2021,기타,산18-2,죽동,경주,외동,경북,13,월요일,12,21:33:00,2021
0.01,13,12,15:54:00,2021,담뱃불실화,산20,간공,산청,신등,경남,13,월요일,12,15:03:00,2021
0.06,13,12,15:55:00,2021,기타,산116,학동,광주,초월,경기,13,월요일,12,13:08:00,2021
0.04,11,02,17:00:00,2021,건축물화재비화,650.0,금산,고성,대가,경남,11,토요일,12,15:20:00,2021
0.1,06,12,13:44:00,2021,기타,산181-1,목동,가평,북,경기,06,월요일,12,11:45:00,2021
0.03,02,12,15:31:00,2021,입산자실화,산55,갈곶,거제,남부,경남,02,목요일,12,13:30:00,2021
0.5,29,11,20:35:00,2021,입산자실화,산34-7,덕천,북,,부산,29,월요일,11,18:06:00,2021
0.25,29,11,15:40:00,2021,기타,산290,강림,횡성,강림,강원,29,월요일,11,13:45:00,2021
0.01,28,11,16:20:00,2021,입산자실화,산158,구상,순천,서,전남,28,일요일,11,15:20:00,2021
0.02,28,11,14:30:00,2021,기타,산145,화월,완주,화산,전북,28,일요일,11,12:43:00,2021
0.01,28,11,15:00:00,2021,입산자실화,산97-1,길곡,남원,대산,전북,28,일요일,11,12:37:00,2021
0.01,26,11,13:49:00,2021,담뱃불실화,1164-10,가산,진주,이반성,경남,26,금요일,11,12:52:00,2021
2,25,11,05:00:00,2021,입산자실화,산159-6,문화,울주,온양,울산,24,수요일,11,20:15:00,2021
0.04,24,11,15:10:00,2021,입산자실화,산266-4,고연,울주,웅촌,울산,24,수요일,11,13:37:00,2021
0.02,24,11,14:05:00,2021,입산자실화,산36,어천,울주,상북,울산,24,수요일,11,13:30:00,2021
0.01,23,11,13:50:00,2021,기타,산41,신용,김해,진영,경남,23,화요일,11,13:25:00,2021
0.1,19,11,21:40:00,2021,입산자실화,산70,월산,공주,정안,충남,19,금요일,11,19:21:00,2021
1,18,11,22:15:00,2021,입산자실화,산50,오남,남양주,오남,경기,18,목요일,11,18:18:00,2021
1.5,18,11,07:00:00,2021,기타,산124,묵현,남양주,화도,경기,17,수요일,11,20:27:00,2021
0.04,17,11,17:15:00,2021,쓰레기소각,산64-1,도목,안동,예안,경북,17,수요일,11,15:55:00,2021
0.01,17,11,12:00:00,2021,입산자실화,1142-2,남도,여수,화양,전남,17,수요일,11,11:24:00,2021
0.05,16,11,16:00:00,2021,담뱃불실화,산92,말응,문경,영순,경북,16,화요일,11,12:39:00,2021
0.01,16,11,12:14:00,2021,기타,산65-12,아주,거제,,경남,16,화요일,11,11:47:00,2021
0.06,16,11,12:30:00,2021,기타,772-11,문호,양평,서종,경기,16,화요일,11,11:30:00,2021
0.25,15,11,16:18:00,2021,기타,산44,대광,연천,신서,경기,15,월요일,11,13:09:00,2021
0.5,15,11,03:00:00,2021,쓰레기소각,산19,장승,양양,서,강원,14,일요일,11,21:55:00,2021
0.06,07,11,15:05:00,2021,입산자실화,496-2,동서,경산,하양,경북,07,일요일,11,13:59:00,2021
0.01,07,11,08:04:00,2021,입산자실화,산118-1,무의,중,,인천,07,일요일,11,06:17:00,2021
0.03,05,11,23:50:00,2021,기타,산99-1,세동,완도,고금,전남,05,금요일,11,22:15:00,2021
0.02,02,11,17:00:00,2021,입산자실화,산125-1,장,대덕,,대전,02,화요일,11,15:32:00,2021
0.16,20,09,13:30:00,2021,쓰레기소각,295-49,여차,강화,화도,인천,20,월요일,09,11:57:00,2021
1,18,08,19:20:00,2021,입산자실화,산144-1,지토,부여,장암,충남,18,수요일,08,13:30:00,2021
0.09,18,08,15:00:00,2021,입산자실화,산50,율,서천,비인,충남,18,수요일,08,10:20:00,2021
0.82,13,08,17:25:00,2021,입산자실화,산47-1,문갑,강화,옹진,인천,13,금요일,08,13:08:00,2021
0.01,10,08,16:24:00,2021,기타,산12,고탄,춘천,사북,강원,10,화요일,08,14:45:00,2021
0.02,10,08,16:00:00,2021,기타,산525,외연도,보령,오천,충남,10,화요일,08,11:14:00,2021
0.01,10,08,08:00:00,2021,기타,산2,오,동,,대전,09,월요일,08,18:30:00,2021
0.01,31,07,15:50:00,2021,기타,산76,나곡,울진,북,경북,31,토요일,07,14:39:00,2021
0.1,31,07,18:38:00,2021,기타,산159-6,문래,정선,임계,강원,31,토요일,07,14:16:00,2021
0.01,28,07,14:01:00,2021,건축물화재비화,산58,신현,시흥,,경기,28,수요일,07,13:25:00,2021
0.1,27,07,16:50:00,2021,입산자실화,산27-1,신룡,광양,봉강,전남,27,화요일,07,12:15:00,2021
0.01,24,07,21:30:00,2021,입산자실화,산101,지내,영동,학산,충북,24,토요일,07,19:45:00,2021
0.01,21,07,14:40:00,2021,입산자실화,산175,다운,중,,울산,21,수요일,07,12:36:00,2021
0.1,02,07,15:27:00,2021,기타,산27-1,초곡,포항,북,경북,02,금요일,07,13:32:00,2021
7,08,04,18:05:00,2020,입산자실화,산49,옹점,청송,파천,경북,08,수요일,04,11:15:00,2020
0.09,08,04,09:25:00,2020,쓰레기소각,619.0,성복,용인,수지,경기,08,수요일,04,07:51:00,2020
1,07,04,17:42:00,2020,입산자실화,산92-1,운연,남동,,인천,07,화요일,04,15:53:00,2020
0.03,07,04,15:15:00,2020,농산부산물소각,319-1,용미,파주,광탄,경기,07,화요일,04,14:01:00,2020
0.3,07,04,19:30:00,2020,쓰레기소각,산30-1,고현,해남,현산,전남,07,화요일,04,13:45:00,2020
0.01,07,04,14:00:00,2020,기타,산12,서부,의성,비안,경북,07,화요일,04,13:09:00,2020
0.06,06,04,17:20:00,2020,기타,109-14,왕곡,의왕,,경기,06,월요일,04,16:38:00,2020
0.1,06,04,18:00:00,2020,입산자실화,산36 외1필,가곡,남양주,화도,경기,06,월요일,04,15:07:00,2020
0.1,06,04,15:20:00,2020,기타,산51,남산,청도,각북,경북,06,월요일,04,14:15:00,2020
0.2,06,04,15:25:00,2020,입산자실화,산127,연금,밀양,상남,경남,06,월요일,04,14:04:00,2020
0.3,06,04,15:15:00,2020,기타,산35,반곡,문경,산양,경북,06,월요일,04,13:58:00,2020
0.01,06,04,15:10:00,2020,기타,산194-1,유곡,진주,대곡,경남,06,월요일,04,13:42:00,2020
0.3,06,04,12:30:00,2020,입산자실화,산59,양지,금산,금산,충남,06,월요일,04,09:03:00,2020
0.03,06,04,05:30:00,2020,입산자실화,산14,하중,시흥,,경기,06,월요일,04,03:40:00,2020
0.1,05,04,20:00:00,2020,쓰레기소각,산24-3,지경,영양,석보,경북,05,일요일,04,18:40:00,2020
0.5,05,04,22:00:00,2020,입산자실화,산14,경악,곡성,삼기,전남,05,일요일,04,16:54:00,2020
0.1,05,04,16:10:00,2020,기타,426-26,덕현,울주,상북,울산,05,일요일,04,15:21:00,2020
0.02,05,04,17:00:00,2020,기타,산63-7,연호,칠곡,지천,경북,05,일요일,04,15:05:00,2020
0.01,05,04,17:40:00,2020,입산자실화,산115-45,말도,군산,옥도,전북,05,일요일,04,14:55:00,2020
0.01,05,04,15:40:00,2020,입산자실화,산17-1,봉암,양주,은현,경기,05,일요일,04,14:52:00,2020
0.03,05,04,16:00:00,2020,기타,산8-3,노암,증평,도안,충북,05,일요일,04,14:45:00,2020
0.05,05,04,15:40:00,2020,기타,산76-4,운천,순천,별량,전남,05,일요일,04,13:37:00,2020
0.1,05,04,16:00:00,2020,기타,산4-3,오산,파주,조리,경기,05,일요일,04,13:07:00,2020
2.7,05,04,15:50:00,2020,건축물화재비화,산33,신현,광주,오포,경기,05,일요일,04,12:45:00,2020
0.2,05,04,14:00:00,2020,입산자실화,산541-14,용두,화성,서신,경기,05,일요일,04,12:28:00,2020
0.2,05,04,13:33:00,2020,기타,산31-1,산남,파주,,경기,05,일요일,04,12:14:00,2020
0.09,05,04,12:30:00,2020,농산부산물소각,산59,향소,양평,단월,경기,05,일요일,04,10:36:00,2020
0.05,04,04,22:50:00,2020,건축물화재비화,산85-1,과림,시흥,,경기,04,토요일,04,21:20:00,2020
0.5,04,04,19:30:00,2020,쓰레기소각,산141,광산,광산,,광주,04,토요일,04,17:50:00,2020
0.1,04,04,19:10:00,2020,기타,산102,압동,봉화,물야,경북,04,토요일,04,17:34:00,2020
0.3,04,04,18:45:00,2020,기타,"산49,산50",송암,춘천,사북,강원,04,토요일,04,16:52:00,2020
1.3,04,04,20:00:00,2020,건축물화재비화,산4-2외 5필지,부평,남양주,진접,경기,04,토요일,04,16:10:00,2020
0.06,04,04,16:50:00,2020,담뱃불실화,산37,가산,사천,축동,경남,04,토요일,04,15:48:00,2020
1,04,04,17:47:00,2020,입산자실화,산91,삼의,영양,석보,경북,04,토요일,04,15:28:00,2020
1,04,04,18:00:00,2020,기타,478-3,오전,의왕,,경기,04,토요일,04,15:10:00,2020
0.05,04,04,15:45:00,2020,입산자실화,산224,노양,합천,율곡,경남,04,토요일,04,14:50:00,2020
0.06,04,04,13:40:00,2020,입산자실화,산42-8,마산,파주,파평,경기,04,토요일,04,12:40:00,2020
0.08,04,04,06:44:00,2020,농산부산물소각,239-1,산전,횡성,우천,강원,04,토요일,04,05:50:00,2020
0.5,04,04,09:00:00,2020,기타,산36-1,동막,삼척,근덕,강원,04,토요일,04,03:26:00,2020
0.03,03,04,18:10:00,2020,쓰레기소각,산47,가정,여주,북내면,경기,03,금요일,04,17:19:00,2020
0.02,03,04,18:00:00,2020,입산자실화,산100,율천,곡성,오산,전남,03,금요일,04,14:56:00,2020
0.1,03,04,15:45:00,2020,입산자실화,산76,장남,홍천,두촌,강원,03,금요일,04,14:44:00,2020
0.2,03,04,15:40:00,2020,기타,624.0,동포,성주,초전,경북,03,금요일,04,14:36:00,2020
0.01,03,04,15:30:00,2020,입산자실화,산66-2,구장,상주,낙동,경북,03,금요일,04,14:20:00,2020
0.04,03,04,14:50:00,2020,기타,88-3,율길,가평,상,경기,03,금요일,04,13:35:00,2020
0.01,03,04,11:33:00,2020,담뱃불실화,산159-19,양덕,포항,북후,경북,03,금요일,04,10:58:00,2020
0.01,03,04,00:30:00,2020,기타,637.0,동천,평택,진위,경기,02,목요일,04,20:39:00,2020
0.05,02,04,20:10:00,2020,건축물화재비화,산334,하대,횡성,갑천,강원,02,목요일,04,19:20:00,2020
0.46,02,04,21:40:00,2020,담뱃불실화,산53-4,고천,의왕,,경기,02,목요일,04,19:13:00,2020
0.04,02,04,18:05:00,2020,농산부산물소각,산65-1,여양,창원,진전,경남,02,목요일,04,17:12:00,2020
1.65,02,04,17:00:00,2020,담뱃불실화,산144-3,동문,파주,법원,경기,02,목요일,04,14:56:00,2020
0.2,02,04,14:40:00,2020,입산자실화,산139-1,수신,연기,,세종,02,목요일,04,12:54:00,2020
0.5,02,04,17:40:00,2020,쓰레기소각,산3,방서,완도,노화,전남,02,목요일,04,11:53:00,2020
0.1,02,04,13:26:00,2020,입산자실화,산26,상원,김천,구성,경북,02,목요일,04,11:36:00,2020
0.17,01,04,17:20:00,2020,담뱃불실화,산75-11,왕산,용인,모현,경기,01,수요일,04,15:34:00,2020
0.66,01,04,17:00:00,2020,기타,102-1,뇌조,파주,조리,경기,01,수요일,04,14:53:00,2020
1,01,04,17:00:00,2020,건축물화재비화,산14-3,벽제,고양,덕양,경기,01,수요일,04,13:45:00,2020
0.3,01,04,15:50:00,2020,입산자실화,산80-1,덕현,가평,상,경기,01,수요일,04,13:37:00,2020
2.4,01,04,19:00:00,2020,기타,산198,동천,평택,진위,경기,01,수요일,04,13:06:00,2020
0.05,01,04,13:00:00,2020,기타,산16,평안,평창,미탄,강원,01,수요일,04,11:44:00,2020
0.01,01,04,11:40:00,2020,농산부산물소각,100-27,가정,서,,인천,01,수요일,04,11:15:00,2020
2,31,03,15:00:00,2020,입산자실화,산23-1외 7필지,오덕,철원,동송,강원,31,화요일,03,13:00:00,2020
0.03,30,03,20:20:00,2020,입산자실화,산74-5,관산,고양,덕양,경기,30,월요일,03,19:37:00,2020
0.05,30,03,17:00:00,2020,농산부산물소각,산56,광암,하남,,경기,30,월요일,03,15:20:00,2020
1,30,03,18:00:00,2020,기타,산2-1,수입,양평,서종,경기,30,월요일,03,14:09:00,2020
0.45,29,03,17:00:00,2020,농산부산물소각,산14-59,청평,가평,청평,경기,29,일요일,03,15:51:00,2020
0.4,29,03,14:52:00,2020,쓰레기소각,457-9,상천,가평,청평,경기,29,일요일,03,13:31:00,2020
0.03,29,03,13:36:00,2020,농산부산물소각,산94-6,마지,파주,적성,경기,29,일요일,03,12:43:00,2020
0.1,29,03,13:20:00,2020,건축물화재비화,500-105,복양,화성,남양,경기,29,일요일,03,11:59:00,2020
0.04,29,03,11:10:00,2020,입산자실화,45-1,강매,고양,덕양,경기,29,일요일,03,10:30:00,2020
0.08,28,03,18:50:00,2020,담뱃불실화,산5,비산,안양,동안,경기,28,토요일,03,17:05:00,2020
0.1,28,03,17:00:00,2020,기타,산32-1,지곶,오산,,경기,28,토요일,03,15:11:00,2020
0.02,26,03,14:15:00,2020,담뱃불실화,산17-1,송정,광주,,경기,26,목요일,03,13:33:00,2020
5,26,03,16:20:00,2020,입산자실화,산189외 10필지,문혜,철원,갈말,강원,26,목요일,03,12:27:00,2020
0.3,26,03,13:53:00,2020,쓰레기소각,산1-1,상월천,양양,현남,강원,26,목요일,03,11:03:00,2020
0.33,26,03,14:00:00,2020,쓰레기소각,산79-27,녹촌,남양주,화도,경기,26,목요일,03,10:46:00,2020
0.28,26,03,03:25:00,2020,입산자실화,산2-1,송당,논산,노성,충남,25,수요일,03,23:35:00,2020
0.1,26,03,01:06:00,2020,기타,산582-7,갈산,봉화,재산,경북,25,수요일,03,22:15:00,2020
0.05,25,03,22:30:00,2020,입산자실화,산23-1,냉천,달성,가창,대구,25,수요일,03,20:55:00,2020
0.05,25,03,22:00:00,2020,입산자실화,산215-1,석계,양산,상북,경남,25,수요일,03,19:51:00,2020
1,25,03,18:30:00,2020,쓰레기소각,산112-1,내덕,영월,상동,강원,25,수요일,03,16:01:00,2020
0.3,25,03,17:39:00,2020,기타,산4-2,중동,칠곡,석적,경북,25,수요일,03,15:46:00,2020
0.05,25,03,15:30:00,2020,농산부산물소각,산39-1,방축,포천,가산,경기,25,수요일,03,14:42:00,2020
0.05,25,03,15:30:00,2020,쓰레기소각,산34,혼암,여주,점동,경기,25,수요일,03,14:27:00,2020
0.02,25,03,15:20:00,2020,기타,산209-1,용정,남양주,진접,경기,25,수요일,03,14:27:00,2020
0.06,25,03,15:40:00,2020,담뱃불실화,산28-11,신해,여주,가남,경기,25,수요일,03,14:23:00,2020
13.2,25,03,17:55:00,2020,기타,산48,문곡,안동,도산,경북,25,수요일,03,14:03:00,2020
1,25,03,16:42:00,2020,쓰레기소각,산45-4,산법,영주,풍기,경북,25,수요일,03,13:45:00,2020
0.01,25,03,14:00:00,2020,담뱃불실화,산30,연화,화순,이양,전남,25,수요일,03,12:24:00,2020
0.1,25,03,11:50:00,2020,기타,산133,고은,안성,일죽,경기,25,수요일,03,10:50:00,2020
0.5,25,03,11:40:00,2020,기타,산263,화현,포천,화현,경기,25,수요일,03,09:50:00,2020
0.01,24,03,19:08:00,2020,입산자실화,369-2,파장,수원 장안,,경기,24,화요일,03,19:03:00,2020
0.01,24,03,17:52:00,2020,쓰레기소각,산69,쌍동,광주,초월,경기,24,화요일,03,17:21:00,2020
0.3,24,03,19:00:00,2020,건축물화재비화,산143,품평,화순,이양,전남,24,화요일,03,15:55:00,2020
0.01,24,03,18:00:00,2020,입산자실화,산117-1,구원,곡성,곡성,전남,24,화요일,03,15:34:00,2020
0.1,24,03,16:10:00,2020,농산부산물소각,산31-1,이목,문경,영순,경북,24,화요일,03,15:16:00,2020
0.3,24,03,17:30:00,2020,농산부산물소각,산22-11,덕담,상주,사벌국,경북,24,화요일,03,15:15:00,2020
0.03,24,03,16:40:00,2020,입산자실화,산59-3,신천,화성,송산,경기,24,화요일,03,14:42:00,2020
0.5,24,03,14:40:00,2020,입산자실화,산12-1,우금,포천,가산,경기,24,화요일,03,13:26:00,2020
0.05,24,03,14:00:00,2020,기타,636.0,괘랑,화성,정남,경기,24,화요일,03,12:55:00,2020
0.5,24,03,16:30:00,2020,담뱃불실화,산267,모정,진안,청천,전북,24,화요일,03,12:33:00,2020
0.05,24,03,13:30:00,2020,기타,산1143-2,광평,안동,서후,경북,24,화요일,03,12:23:00,2020
0.02,24,03,09:15:00,2020,쓰레기소각,산9-1,노달,영양,입암,경북,24,화요일,03,08:19:00,2020
0.05,24,03,02:10:00,2020,입산자실화,산7,문대,산청,신안,경남,23,월요일,03,23:22:00,2020
0.4,23,03,22:45:00,2020,농산부산물소각,산6,신곡,구미,도개,경북,23,월요일,03,20:05:00,2020
0.01,23,03,18:00:00,2020,입산자실화,산79,망곡,창원,진북,경남,23,월요일,03,17:21:00,2020
0.07,23,03,17:50:00,2020,입산자실화,산7-6,동천,경주,,경북,23,월요일,03,16:53:00,2020
0.3,23,03,19:25:00,2020,쓰레기소각,산1-1,월평,담양,월산,전남,23,월요일,03,14:27:00,2020
0.16,23,03,14:20:00,2020,입산자실화,179.0,덕성,용인,처인,경기,23,월요일,03,13:28:00,2020
0.01,23,03,14:20:00,2020,기타,산29-21,용천,양평,옥천,경기,23,월요일,03,13:16:00,2020
1,23,03,18:00:00,2020,입산자실화,산70,단석,양평,양동,경기,23,월요일,03,13:14:00,2020
17,23,03,21:00:00,2020,쓰레기소각,산3,전읍,울주,두서,울산,23,월요일,03,13:09:00,2020
0.01,23,03,14:00:00,2020,건축물화재비화,64.0,신정,임실,임실,전북,23,월요일,03,12:25:00,2020
0.06,23,03,12:45:00,2020,담뱃불실화,산72-1,염미리,광주,곤지암,경기,23,월요일,03,11:12:00,2020
0.01,23,03,03:30:00,2020,입산자실화,산92-1,대연,남,,부산,23,월요일,03,02:01:00,2020
0.3,22,03,21:00:00,2020,담뱃불실화,산14-1,현방,이천,백사,경기,22,일요일,03,19:20:00,2020
0.01,22,03,17:40:00,2020,쓰레기소각,산87-1,양지,금산,금산,충남,22,일요일,03,16:17:00,2020
0.3,22,03,16:30:00,2020,기타,산48-1,용미,파주,광탄,경기,22,일요일,03,15:18:00,2020
0.02,22,03,15:20:00,2020,쓰레기소각,산2-1,백석,서,,인천,22,일요일,03,14:37:00,2020
1.5,05,02,19:11:00,2021,기타,산74,장열,정선,북평,강원,05,금요일,02,14:19:00,2021
0.01,04,02,13:22:00,2021,기타,665.0,수월,통영,도산,경남,04,목요일,02,13:02:00,2021
0.05,03,02,17:00:00,2021,건축물화재비화,산116,영산,고성,영오,경남,03,수요일,02,15:30:00,2021
0.01,31,01,15:40:00,2021,담뱃불실화,산44-41,토월,창원,성산,경남,31,일요일,01,14:44:00,2021
1,30,01,14:00:00,2021,기타,산15,청기,영양,청기,경북,30,토요일,01,10:20:00,2021
0.01,29,01,17:13:00,2021,기타,산59-1,괴정,사하,,부산,29,금요일,01,16:55:00,2021
0.1,29,01,04:00:00,2021,담뱃불실화,산72-1,덕봉,합천,쌍책,경남,29,금요일,01,00:40:00,2021
0.01,28,01,12:40:00,2021,기타,1-3,다대,사하,,부산,28,목요일,01,12:17:00,2021
0.7,24,01,21:00:00,2021,기타,산137,하오안,홍천,홍천,강원,24,일요일,01,17:47:00,2021
0.03,24,01,16:55:00,2021,쓰레기소각,산46-2,용두,고양,덕양,경기,24,일요일,01,15:52:00,2021
0.15,20,01,16:30:00,2021,입산자실화,산22번지외1,공근,횡성,공근,강원,20,수요일,01,14:46:00,2021
0.02,19,01,11:50:00,2021,기타,산1-2,현내,달성,하빈,대구,19,화요일,01,10:51:00,2021
1.5,18,01,15:10:00,2021,입산자실화,산7,서동,경주,양남,경북,18,월요일,01,12:33:00,2021
0.03,18,01,04:00:00,2021,입산자실화,산153-1,상계,노원,,서울,17,일요일,01,23:52:00,2021
